IncidentNumber,DateTimeOfCall,CalYear,FinYear,TypeOfIncident,PumpCount,PumpHoursTotal,HourlyNominalCost(£),IncidentNominalCost(£),FinalDescription,AnimalGroupParent,PropertyType,SpecialServiceTypeCategory,SpecialServiceType,Borough,StnGroundName,AnimalClass,Code,London
46051091,20/03/2009 13:35,2009,2008/09,Special Service,1,1,255,255,"BIRD TRAPPED IN CHIMNEY,B15",Bird,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Animal rescue from height,Animal rescue from height - Bird,Croydon,Croydon,Bird,00AH,Outer London
46168091,20/03/2009 16:36,2009,2008/09,Special Service,1,1,255,255,"CAT STUCK UP TREE,B15",Cat,Tree scrub ,Animal rescue from height,Animal rescue from height - Domestic pet,Enfield,Enfield,Mammal,00AK,Inner London
46614091,21/03/2009 09:22,2009,2008/09,Special Service,1,1,255,255,"CAT STUCK IN BASEMENT AREA,B15",Cat,House - single occupancy ,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Camden,Soho,Mammal,00AG,Inner London
46818091,21/03/2009 16:01,2009,2008/09,Special Service,1,1,255,255,"SMALL ANIMAL RESCUE,B15",Unknown - Heavy Livestock Animal,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Other animal assistance,Animal assistance involving livestock - Other action,Haringey,Hornsey,Mammal,00AP,Inner London
46950091,21/03/2009 18:24,2009,2008/09,Special Service,1,1,255,255,"CAT TRAPPED IN REAR GARDEN, B15",Cat,Domestic garden (vegetation not equipment) ,Other animal assistance,Animal assistance involving livestock - Other action,Southwark,Old Kent Road,Mammal,00BE,Inner London
49666091,25/03/2009 19:53,2009,2008/09,Special Service,1,1,255,255,"DOG TRAPPED BEHIND GARDEN SHED,B15",Dog,Outdoor storage ,Other animal assistance,Animal assistance involving livestock - Other action,Tower Hamlets,Bethnal Green,Mammal,00BG,Outer London
49798091,25/03/2009 23:32,2009,2008/09,Special Service,1,1,255,255,"CAT TRAPPED IN LOCKED PREMISES,B3",Cat,Warehouse ,Other animal assistance,Animal assistance involving livestock - Other action,Brent,West Hampstead,Mammal,00AE,Inner London
50107091,26/03/2009 16:04,2009,2008/09,Special Service,1,1,255,255,"DISTRESSED CAT STUCK ON ROOF, B15, RC",Cat,Converted Flat/Maisonette - Up to 2 storeys ,Animal rescue from height,Animal rescue from height - Domestic pet,Lambeth,Norbury,Mammal,00AY,Outer London
50224091,26/03/2009 19:39,2009,2008/09,Special Service,1,1,255,255,"DOG TRAPPED DOWN FOXHOLE NEAR, B15",Dog,Domestic garden (vegetation not equipment) ,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Barking And Dagenham,Dagenham,Mammal,00AB,Outer London
50969091,28/03/2009 03:28,2009,2008/09,Special Service,1,1,255,255,"DOG ON ROOF,B15",Dog,Private garage ,Animal rescue from height,Animal rescue from height - Domestic pet,Havering,Romford,Mammal,00AR,Outer London
51076091,28/03/2009 10:51,2009,2008/09,Special Service,1,1,255,255,"ASSIST RSPCA WITH CAT UP TREE,B15",Cat,House - single occupancy ,Animal rescue from height,Animal rescue from height - Domestic pet,Croydon,Woodside,Mammal,00AH,Outer London
51218091,28/03/2009 16:00,2009,2008/09,Special Service,1,1,255,255,"BIRDS TRAPPED IN NETTING, B15",Bird,Multi-Storey car park,Animal rescue from height,Animal rescue from height - Bird,Kingston Upon Thames,Kingston,Bird,00AX,Outer London
51295091,28/03/2009 18:12,2009,2008/09,Special Service,1,1,255,255,"PIGEON CAUGHT IN NETTING, B15, RC",Bird,Purpose Built Flats/Maisonettes - 10 or more storeys ,Other animal assistance,Animal assistance involving livestock - Other action,Hounslow,Chiswick,Bird,00AT,Inner London
51306091,28/03/2009 18:38,2009,2008/09,Special Service,1,1,255,255,"BIRD WITH LEG TRAPPED IN TREE BRANCH, B15",Bird,Purpose Built Flats/Maisonettes - 10 or more storeys ,Animal rescue from height,Animal rescue from height - Bird,Camden,Euston,Bird,00AG,Inner London
51613091,29/03/2009 11:37,2009,2008/09,Special Service,1,1,255,255,"BIRD TRAPPED IN TREE,B15",Bird,Woodland/forest - broadleaf/hardwood ,Animal rescue from height,Animal rescue from height - Bird,Camden,Euston,Bird,00AG,Outer London
52735091,31/03/2009 07:40,2009,2008/09,Special Service,1,1,255,255,"CAT TRAPPED BETWEEN WALLS,B15",Cat,"Takeaway, fast food ",Other animal assistance,Animal assistance involving livestock - Other action,Bromley,Biggin Hill,Mammal,00AF,Outer London
53242091,31/03/2009 21:00,2009,2008/09,Special Service,1,1,255,255,"ASSIST PARKS POLICE WITH CAT STUCK UP TREE,B15",Cat,Tree scrub ,Animal rescue from height,Animal rescue from height - Domestic pet,Richmond Upon Thames,Kingston,Mammal,00BD,Inner London
53328091,31/03/2009 23:41,2009,2008/09,Special Service,1,1,255,255,"CAT TRAPPED BEHIND WALL,B15",Cat,House - single occupancy ,Other animal assistance,Animal assistance involving livestock - Other action,Newham,Plaistow,Mammal,00BB,Outer London
53426091,01/04/2009 07:01,2009,2009/10,Special Service,1,1,260,260,"CAT STUCK UP TREE,B0",Cat,Tree scrub ,Animal rescue from height,Animal rescue from height - Domestic pet,Richmond Upon Thames,Kingston,Mammal,00BD,Outer London
54193091,02/04/2009 11:59,2009,2009/10,Special Service,1,1,260,260,"DOG STUCK IN DRAINAGE PIPE,B15",Dog,Pipe or drain ,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Richmond Upon Thames,Richmond,Mammal,00BD,Outer London
54586091,03/04/2009 01:27,2009,2009/10,Special Service,1,1,260,260,"DOG STUCK IN POND,B15",Dog,Lake/pond/reservoir ,Animal rescue from water,Animal rescue from water - Domestic pet,Merton,Mitcham,Mammal,00BA,Inner London
56140091,05/04/2009 11:35,2009,2009/10,Special Service,1,1,260,260,"CAT TRAPPED IN GARAGE,B15",Cat,Private garage ,Other animal assistance,Animal assistance involving livestock - Other action,Camden,West Hampstead,Mammal,00AG,Outer London
56826091,06/04/2009 12:12,2009,2009/10,Special Service,1,1,260,260,"PUPPY STUCK IN SAFETY GATE,B15",Dog,House - single occupancy ,Other animal assistance,Animal assistance involving livestock - Other action,Barnet,Mill Hill,Mammal,00AC,Inner London
57003091,06/04/2009 16:20,2009,2009/10,Special Service,1,1,260,260,"TO ASSIST POLICE WITH TWO DOGS TRAPPED IN RAILINGS,B15",Dog,Other retail  ,Other animal assistance,Animal assistance involving livestock - Other action,Lewisham,Forest Hill,Mammal,00AZ,Outer London
58297091,08/04/2009 14:31,2009,2009/10,Special Service,1,1,260,260,"KITTEN STUCK IN TREE,B15",Cat,Domestic garden (vegetation not equipment) ,Animal rescue from height,Animal rescue from height - Domestic pet,Croydon,Croydon,Mammal,00AH,Outer London
59370091,10/04/2009 04:39,2009,2009/10,Special Service,1,1,260,260,"KITTEN TRAPPED IN WALL, B15",Cat,House - single occupancy ,Other animal assistance,Animal assistance involving livestock - Other action,Croydon,Woodside,Mammal,00AH,Inner London
59435091,10/04/2009 09:58,2009,2009/10,Special Service,1,1,260,260,"SMALL ANIMAL RESCUE,B15",Bird,House - single occupancy ,Animal rescue from height,Animal rescue from height - Bird,Lambeth,Brixton,Bird,00AY,Inner London
60105091,11/04/2009 11:47,2009,2009/10,Special Service,1,1,260,260,"SMALL ANIMAL RESCUE,B15",Unknown - Domestic Animal Or Pet,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Animal rescue from height,Animal rescue from height - Domestic pet,Kensington And Chelsea,Kensington,Mammal,00AW,Inner London
60185091,11/04/2009 15:03,2009,2009/10,Special Service,1,1,260,260,"CAT TRAPPED BETWEEN CELING AND FLOOR,B15",Cat,Converted Flat/Maisonette - Up to 2 storeys ,Other animal assistance,Animal assistance involving livestock - Other action,Islington,Islington,Mammal,00AU,Outer London
60188091,11/04/2009 15:08,2009,2009/10,Special Service,1,1,260,260,"CAT STUCK UP TREE,B15",Cat,Park ,Animal rescue from height,Animal rescue from height - Domestic pet,Sutton,Sutton,Mammal,00BF,Outer London
60418091,11/04/2009 23:32,2009,2009/10,Special Service,1,2,260,520,"KITTEN TRAPPED UNDER FLOORBOARDS, B15",Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Harrow,Stanmore,Mammal,00AQ,Outer London
60935091,12/04/2009 22:40,2009,2009/10,Special Service,1,1,260,260,"PUPPY WITH HEAD TRAPPED UNDER FENCE, B15",Dog,Other outdoor location ,Other animal assistance,Animal assistance involving livestock - Other action,Hillingdon,Hillingdon,Mammal,00AS,Inner London
61258091,13/04/2009 14:10,2009,2009/10,Special Service,1,1,260,260,"KITTEN TRAPPED BEHIND FIREPLACE,B15",Cat,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Animal rescue from height,Animal rescue from height - Domestic pet,Wandsworth,Battersea,Mammal,00BJ,Outer London
61338091,13/04/2009 17:15,2009,2009/10,Special Service,1,1,260,260,"CAT STUCK UP TREE,B15",Cat,House - single occupancy ,Animal rescue from height,Animal rescue from height - Domestic pet,Hillingdon,Ruislip,Mammal,00AS,Inner London
62970091,16/04/2009 13:27,2009,2009/10,Special Service,1,1,260,260,"CAT ON ROOF,B15",Cat,House - single occupancy ,Animal rescue from height,Animal rescue from height - Domestic pet,Newham,East Ham,Mammal,00BB,Outer London
63575091,17/04/2009 16:12,2009,2009/10,Special Service,1,1,260,260,"PUPPY WITH HEAD TRAPPED IN GATE, B15",Dog,House - single occupancy ,Other animal assistance,Animal assistance involving livestock - Other action,Barking And Dagenham,Dagenham,Mammal,00AB,Outer London
63759091,17/04/2009 22:04,2009,2009/10,Special Service,1,1,260,260,"DOG TRAPPED UNDER BRIDGE BY CANAL,B15",Dog,River/canal ,Animal rescue from water,Animal rescue from water - Domestic pet,Havering,Romford,Mammal,00AR,Inner London
64532091,19/04/2009 09:25,2009,2009/10,Special Service,1,1,260,260,"CAT TRAPPED IN A WELL, B15",Cat,House - single occupancy ,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Islington,Islington,Mammal,00AU,Inner London
64561091,19/04/2009 11:10,2009,2009/10,Special Service,1,1,260,260,"CAT TRAPPED UNDER DECKING, B15",Cat,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Westminster,Paddington,Mammal,00BK,Inner London
64780091,19/04/2009 20:05,2009,2009/10,Special Service,1,1,260,260,"KITTEN TRAPPED BEHIND FIRE PLACE,B15",Cat,House - single occupancy ,Other animal assistance,Animal assistance involving livestock - Other action,Newham,Stratford,Mammal,00BB,Outer London
65083091,20/04/2009 11:27,2009,2009/10,Special Service,1,1,260,260,"ASSIST RSPCA WITH CAT UP TREE,B15",Cat,House - single occupancy ,Animal rescue from height,Animal rescue from height - Domestic pet,Barnet,Mill Hill,Mammal,00AC,Inner London
65250091,20/04/2009 15:43,2009,2009/10,Special Service,1,1,260,260,"CAT STUCK UP TREE,B15",Cat,Tree scrub ,Animal rescue from height,Animal rescue from height - Domestic pet,Newham,Plaistow,Mammal,00BB,Outer London
66330091,22/04/2009 07:12,2009,2009/10,Special Service,1,1,260,260,"CAT TRAPPED IN LOFT, B15",Cat,Bungalow - single occupancy ,Animal rescue from height,Animal rescue from height - Bird,Havering,Romford,Mammal,00AR,Inner London
66477091,22/04/2009 13:05,2009,2009/10,Special Service,1,1,260,260,"ASSIST RSPCA WITH DISTRESSED DOG LOCKED IN CAR, B2",Dog,Van ,Other animal assistance,Animal assistance involving livestock - Other action,Haringey,Hornsey,Mammal,00AP,Inner London
66704091,22/04/2009 18:11,2009,2009/10,Special Service,1,1,260,260,"CAT TRAPPED BEHIND CUPBOARD,B15",Cat,House - single occupancy ,Other animal assistance,Animal assistance involving livestock - Other action,Haringey,Tottenham,Mammal,00AP,Inner London
67069091,23/04/2009 10:34,2009,2009/10,Special Service,1,1,260,260,"CAT WITH PAW STUCK IN DOUBLE GLAZED WINDOW, B15",Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Other animal assistance,Animal assistance involving livestock - Other action,Newham,Ilford,Mammal,00BB,Outer London
67368091,23/04/2009 19:36,2009,2009/10,Special Service,1,1,260,260,"KITTENS TRAPPED BEHIND CHIMNEY BREAST ,B15",Cat,House - single occupancy ,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Croydon,Norbury,Mammal,00AH,Inner London
67495091,23/04/2009 22:55,2009,2009/10,Special Service,1,1,260,260,"CAT TRAPPED ON LEDGE    ,B15",Cat,Converted Flat/Maisonettes - 3 or more storeys,Animal rescue from height,Animal rescue from height - Domestic pet,Hackney,Bethnal Green,Mammal,00AM,Inner London
67718091,24/04/2009 10:23,2009,2009/10,Special Service,1,1,260,260,"CAT TRAPPED BY CHIMNEY,B15,RC",Cat,House - single occupancy ,Animal rescue from height,Animal rescue from height - Domestic pet,Newham,East Ham,Mammal,00BB,Outer London
67891091,24/04/2009 14:47,2009,2009/10,Special Service,1,1,260,260,"ASSIST RSPCA WITH CAT UP A TREE,B15",Cat,Cycle path/public footpath/bridleway ,Animal rescue from height,Animal rescue from height - Domestic pet,Enfield,Edmonton,Mammal,00AK,Outer London
68399091,25/04/2009 10:41,2009,2009/10,Special Service,1,1,260,260,"CAT STUCK ON ROOF, B15",Cat,House - single occupancy ,Animal rescue from height,Animal rescue from height - Domestic pet,Sutton,Sutton,Mammal,00BF,Inner London
68438091,25/04/2009 12:32,2009,2009/10,Special Service,1,1,260,260,"CAT STUCK ON ROOF POSSIBLY INJURED,B15",Cat,Wasteland ,Other animal assistance,Animal assistance involving livestock - Other action,Hackney,Homerton,Mammal,00AM,Inner London
68463091,25/04/2009 13:25,2009,2009/10,Special Service,1,1,260,260,"CAT TRAPPED IN UNKNOWN LOCATION,B15",Cat,Wasteland ,Other animal assistance,Animal assistance involving livestock - Other action,Hackney,Homerton,Mammal,00AM,Inner London
69109091,26/04/2009 10:51,2009,2009/10,Special Service,1,1,260,260,"CAT STUCK UNDER SHED, B15",Cat,Private Garden Shed ,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,Hammersmith And Fulham,Hammersmith,Mammal,00AN,Outer London
69428091,26/04/2009 16:22,2009,2009/10,Special Service,1,1,260,260,"CAT STUCK ON ROOF FOR 48 HOURS, B15",Cat,House - single occupancy ,Animal rescue from height,Animal rescue from height - Domestic pet,Croydon,Woodside,Mammal,00AH,Outer London
69718091,26/04/2009 23:00,2009,2009/10,Special Service,1,1,260,260,"CAT STUCK ON BALCONY,B15",Cat,Single shop ,Animal rescue from height,Animal rescue from height - Domestic pet,Waltham Forest,Leytonstone,Mammal,00BH,Inner London
70888091,29/04/2009 02:27,2009,2009/10,Special Service,1,1,260,260,"CAT TRAPPED IN FLOWER BASKET,B15",Cat,River/canal ,Animal rescue from water,Animal rescue from water - Domestic pet,Tower Hamlets,Bethnal Green,Mammal,00BG,Outer London
70939091,29/04/2009 06:57,2009,2009/10,Special Service,1,1,260,260,"CAT TRAPPED IN GARAGE,B15",Cat,Private garage ,Other animal assistance,Animal assistance involving livestock - Other action,Barking And Dagenham,Barking,Mammal,00AB,Inner London
71406091,29/04/2009 19:45,2009,2009/10,Special Service,1,1,260,260,"DOG TRAPPED BETWEEN GARAGE WALLS,B15",Dog,Private garage ,Animal rescue from height,Animal rescue from height - Domestic pet,Hammersmith And Fulham,Hammersmith,Mammal,00AN,Outer London
72306091,01/05/2009 10:15,2009,2009/10,Special Service,1,1,260,260,"ASSIST RSPCA WITH CAT STUCK IN TREE,B15",Cat,House - single occupancy ,Animal rescue from water,Animal rescue from water - Domestic pet,Kingston Upon Thames,Surbiton,Mammal,00AX,Inner London
72385091,01/05/2009 13:03,2009,2009/10,Special Service,1,1,260,260,"BIRD STUCK BEHIND FIREPLACE,B15",Bird,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Animal rescue from height,Animal rescue from height - Bird,Lambeth,Clapham,Bird,00AY,Inner London
72856091,01/05/2009 23:19,2009,2009/10,Special Service,1,1,260,260,"CAT IN DISTRESS,B15,RC",Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Other animal assistance,Animal assistance involving livestock - Other action,Islington,Holloway,Mammal,00AU,Outer London
73167091,02/05/2009 13:52,2009,2009/10,Special Service,1,1,260,260,"ASSIST RSPCA WITH TRAPPED FOX,B15",Fox,River/canal ,Animal rescue from water,Wild animal rescue from water or mud,Havering,Harold Hill,Mammal,00AR,Inner London
73250091,02/05/2009 16:00,2009,2009/10,Special Service,1,1,260,260,"CAT TRAPPED IN BASEMENT,B15",Cat,House - single occupancy ,Animal rescue from below ground,Wild animal rescue from below ground,Lambeth,Clapham,Mammal,00AY,Outer London
73338091,02/05/2009 18:12,2009,2009/10,Special Service,1,2,260,520,"DOG TRAPPED UNDER FENCE,B15",Dog,Other industrial manufacturing facility,Other animal assistance,Animal assistance involving livestock - Other action,Enfield,Enfield,Mammal,00AK,Outer London
73771091,03/05/2009 09:37,2009,2009/10,Special Service,1,1,260,260,"ASSIST RSPCA WITH CROW STUCK IN NETTING,B15",Bird,Purpose Built Flats/Maisonettes - 10 or more storeys ,Animal rescue from height,Animal rescue from height - Bird,Enfield,Enfield,Bird,00AK,Inner London
74585091,04/05/2009 16:19,2009,2009/10,Special Service,1,1,260,260,"BIRD WITH WIRE ON LEG HANGING FROM TREE,B15",Bird,Other outdoor location ,Animal rescue from height,Animal rescue from height - Bird,Islington,Islington,Bird,00AU,Inner London
74705091,04/05/2009 19:27,2009,2009/10,Special Service,1,1,260,260,"TO ASSIST RSPCA WITH PIGEON TRAPPED BEHIND WIRE GRILL,B15",Bird,Warehouse ,Animal rescue from height,Animal rescue from height - Bird,Hackney,Homerton,Bird,00AM,Inner London
75025091,05/05/2009 11:06,2009,2009/10,Special Service,1,1,260,260,"DOG WITH HEAD TRAPPED,B15",Dog,House - single occupancy ,Other animal assistance,Animal assistance involving livestock - Other action,Westminster,Paddington,Mammal,00BK,Outer London
75774091,06/05/2009 13:34,2009,2009/10,Special Service,1,1,260,260,"TO ASSIST RSPCA WITH CAT STUCK UP TREE,B15",Cat,House - single occupancy ,Animal rescue from height,Animal rescue from height - Domestic pet,Kingston Upon Thames,Surbiton,Mammal,00AX,Outer London
75866091,06/05/2009 16:30,2009,2009/10,Special Service,1,1,260,260,"DOG WEDGED BETWEEN POST AND WALL, B15",Dog,Domestic garden (vegetation not equipment) ,Animal rescue from height,Animal rescue from height - Domestic pet,Havering,Hornchurch,Mammal,00AR,Outer London
75921091,06/05/2009 18:12,2009,2009/10,Special Service,1,1,260,260,"ASSIST RSPCA WITH CAT STUCK ON ROOF FOR THE PAST 24 HOURS,B15",Cat,House - single occupancy ,Animal rescue from height,Animal rescue from height - Domestic pet,Bromley,Sidcup,Mammal,00AF,Outer London
76285091,07/05/2009 10:46,2009,2009/10,Special Service,1,2,260,520,"HORSE IN RIVER,J17",Horse,Canal/riverbank vegetation ,Animal rescue from water,Wild animal rescue from water or mud,Enfield,Edmonton,Mammal,00AK,Outer London
